,word,wordCount,wordImportance
861,lots,11,0.27290863749716615
862,sync,11,0.27290863749716615
863,cinch,11,0.27290863749716615
864,farberware,11,0.27290863749716615
865,led,11,0.27290863749716615
866,outside,11,0.27290863749716615
867,teaser,11,0.27290863749716615
868,annoying,11,0.27290863749716615
869,amas,11,0.27290863749716615
870,dior,11,0.27290863749716615
871,ultimate,11,0.27290863749716615
872,ritareviews,11,0.27290863749716615
873,clients,11,0.27290863749716615
874,socialmedia,11,0.27290863749716615
875,wonderful,11,0.27290863749716615
876,lovelies,11,0.27290863749716615
877,valued,11,0.27290863749716615
878,computers,11,0.27290863749716615
879,shares,11,0.27290863749716615
880,rihanna,11,0.27290863749716615
881,hear,11,0.27290863749716615
882,india,11,0.27290863749716615
883,houston,11,0.27290863749716615
884,touch,11,0.27290863749716615
885,came,11,0.27290863749716615
886,fa,11,0.27290863749716615
887,alfredoflores,11,0.27290863749716615
888,hopefully,11,0.27290863749716615
889,ago,11,0.27290863749716615
890,sugar,11,0.27290863749716615
891,search,11,0.27290863749716615
892,uk,11,0.27290863749716615
893,max,11,0.27290863749716615
894,ebook,11,0.27290863749716615
895,protector,11,0.27290863749716615
896,excellent,11,0.27290863749716615
897,fox,11,0.27290863749716615
898,prizes,11,0.27290863749716615
899,deluxe,11,0.27290863749716615
900,saw,11,0.27290863749716615
901,english,11,0.27290863749716615
902,probably,11,0.27290863749716615
903,dayz,11,0.27290863749716615
904,funnyvines,11,0.27290863749716615
905,calling,11,0.27290863749716615
906,weeks,11,0.27290863749716615
907,understand,11,0.27290863749716615
908,external,11,0.27290863749716615
909,flies,11,0.27290863749716615
910,ashjay_,11,0.27290863749716615
911,thoughts,11,0.27290863749716615
912,pop,11,0.27290863749716615
913,trip,11,0.27290863749716615
914,shared,11,0.27290863749716615
915,definitely,11,0.27290863749716615
916,chance,11,0.27290863749716615
917,vogueparis,11,0.27290863749716615
918,pages,11,0.27290863749716615
919,meeting,11,0.27290863749716615
920,siimonetw,11,0.27290863749716615
921,least,11,0.27290863749716615
922,results,11,0.27290863749716615
923,insiduys,11,0.27290863749716615
924,size,11,0.27290863749716615
925,brylane_home,11,0.27290863749716615
926,winners,11,0.27290863749716615
927,vocãª,11,0.27290863749716615
928,😩,11,0.27290863749716615
929,5/20,11,0.27290863749716615
930,classic,11,0.27290863749716615
931,inside,11,0.27290863749716615
932,//t.co/x6muqyj4hz,11,0.27290863749716615
933,behind,11,0.27290863749716615
934,eat,11,0.27290863749716615
935,pc,11,0.27290863749716615
936,//t.…,11,0.27290863749716615
937,wi-fi,11,0.27290863749716615
938,teavana,11,0.27290863749716615
939,goal,11,0.27290863749716615
940,landsend,10,0.3001995012468828
941,released,10,0.3001995012468828
942,original,10,0.3001995012468828
943,du,10,0.3001995012468828
944,stereoloveeox,10,0.3001995012468828
945,finished,10,0.3001995012468828
946,line,10,0.3001995012468828
947,chemichxtry,10,0.3001995012468828
948,row,10,0.3001995012468828
949,g4tv,10,0.3001995012468828
950,beautiful,10,0.3001995012468828
951,robert,10,0.3001995012468828
952,jaysblacklover,10,0.3001995012468828
953,seo,10,0.3001995012468828
954,vertigo_comics,10,0.3001995012468828
955,changes,10,0.3001995012468828
956,allegianttravel,10,0.3001995012468828
957,vsfashionshow,10,0.3001995012468828
958,wheat,10,0.3001995012468828
959,8217,10,0.3001995012468828
960,side,10,0.3001995012468828
961,unlocked,10,0.3001995012468828
962,catch,10,0.3001995012468828
963,takes,10,0.3001995012468828
964,dad,10,0.3001995012468828
965,female,10,0.3001995012468828
966,minutes,10,0.3001995012468828
967,playstation,10,0.3001995012468828
968,character,10,0.3001995012468828
969,train,10,0.3001995012468828
970,cook,10,0.3001995012468828
971,bro,10,0.3001995012468828
972,action,10,0.3001995012468828
973,children,10,0.3001995012468828
974,ugh,10,0.3001995012468828
975,goodnight,10,0.3001995012468828
976,short,10,0.3001995012468828
977,lightning,10,0.3001995012468828
978,data,10,0.3001995012468828
979,nopurnec18+rulesapply,10,0.3001995012468828
980,depot,10,0.3001995012468828
981,nã£o,10,0.3001995012468828
982,grow,10,0.3001995012468828
983,playinghouseusa,10,0.3001995012468828
984,drunk,10,0.3001995012468828
985,waiting,10,0.3001995012468828
986,rocket2guns,10,0.3001995012468828
987,posts,10,0.3001995012468828
988,checked,10,0.3001995012468828
989,cit,10,0.3001995012468828
990,unless,10,0.3001995012468828
991,gamespot,10,0.3001995012468828
992,bhomegiveaway,10,0.3001995012468828
993,alone,10,0.3001995012468828
994,visforvidalia,10,0.3001995012468828
995,quote,10,0.3001995012468828
996,fail,10,0.3001995012468828
997,couple,10,0.3001995012468828
998,stylish,10,0.3001995012468828
999,design,10,0.3001995012468828
1000,2.0,10,0.3001995012468828
1001,church,10,0.3001995012468828
1002,thriftychicmom,10,0.3001995012468828
1003,walking,10,0.3001995012468828
1004,leaving,10,0.3001995012468828
1005,cookware,10,0.3001995012468828
1006,et,10,0.3001995012468828
1007,defender,10,0.3001995012468828
1008,.....,10,0.3001995012468828
1009,16,10,0.3001995012468828
1010,v,10,0.3001995012468828
1011,texas,10,0.3001995012468828
1012,//t.co/ign9ezs1r4,10,0.3001995012468828
1013,quick,10,0.3001995012468828
1014,75,10,0.3001995012468828
1015,hour,10,0.3001995012468828
1016,package,10,0.3001995012468828
1017,fl,10,0.3001995012468828
1018,questions,10,0.3001995012468828
1019,sweets,10,0.3001995012468828
1020,books,10,0.3001995012468828
1021,eyes,10,0.3001995012468828
1022,pdx,10,0.3001995012468828
1023,cruise,10,0.3001995012468828
1024,networking,10,0.3001995012468828
1025,girlfrend,10,0.3001995012468828
1026,pally,10,0.3001995012468828
1027,sur,10,0.3001995012468828
1028,bloggers,10,0.3001995012468828
1029,rock,10,0.3001995012468828
1030,products,10,0.3001995012468828
1031,crystal,10,0.3001995012468828
1032,happen,10,0.3001995012468828
1033,kitchen,10,0.3001995012468828
1034,diapers,10,0.3001995012468828
1035,color,10,0.3001995012468828
1036,million,10,0.3001995012468828
1037,cosmiclaurel,10,0.3001995012468828
1038,bridgeport,10,0.3001995012468828
1039,welcome,10,0.3001995012468828
1040,filled,10,0.3001995012468828
1041,replacement,10,0.3001995012468828
1042,community,10,0.3001995012468828
1043,mais,10,0.3001995012468828
1044,diabetes,10,0.3001995012468828
1045,bet,10,0.3001995012468828
1046,sent,10,0.3001995012468828
1047,saturday,10,0.3001995012468828
1048,selling,10,0.3001995012468828
1049,village,10,0.3001995012468828
1050,effective,10,0.3001995012468828
1051,marthagiffen,10,0.3001995012468828
1052,introvertedwife,10,0.3001995012468828
1053,needed,10,0.3001995012468828
1054,commercial,10,0.3001995012468828
1055,http…,10,0.3001995012468828
1056,sports,10,0.3001995012468828
1057,number,10,0.3001995012468828
1058,creating,10,0.3001995012468828
1059,portable,9,0.3335550013854253
1060,account,9,0.3335550013854253
1061,sick,9,0.3335550013854253
1062,limited,9,0.3335550013854253
1063,hi,9,0.3335550013854253
1064,straight,9,0.3335550013854253
1065,freedom,9,0.3335550013854253
1066,near,9,0.3335550013854253
1067,yup,9,0.3335550013854253
1068,roastedbeanz,9,0.3335550013854253
1069,bossy,9,0.3335550013854253
1070,serious,9,0.3335550013854253
1071,arts,9,0.3335550013854253
1072,healthy,9,0.3335550013854253
1073,allow,9,0.3335550013854253
1074,fit,9,0.3335550013854253
1075,happens,9,0.3335550013854253
1076,talks,9,0.3335550013854253
1077,history,9,0.3335550013854253
1078,electronic,9,0.3335550013854253
1079,giveaways,9,0.3335550013854253
1080,latest,9,0.3335550013854253
1081,fed,9,0.3335550013854253
1082,hand,9,0.3335550013854253
1083,ryan,9,0.3335550013854253
1084,write,9,0.3335550013854253
1085,strategy,9,0.3335550013854253
1086,monday,9,0.3335550013854253
1087,honestly,9,0.3335550013854253
1088,powerful,9,0.3335550013854253
1089,skin,9,0.3335550013854253
1090,price,9,0.3335550013854253
1091,chocolate,9,0.3335550013854253
1092,kind,9,0.3335550013854253
1093,relationships,9,0.3335550013854253
1094,valentine,9,0.3335550013854253
1095,track,9,0.3335550013854253
1096,asics,9,0.3335550013854253
1097,decided,9,0.3335550013854253
1098,denaaaa_xo,9,0.3335550013854253
1099,santa,9,0.3335550013854253
1100,gb,9,0.3335550013854253
1101,relief,9,0.3335550013854253
1102,international,9,0.3335550013854253
1103,science,9,0.3335550013854253
1104,toshiba,9,0.3335550013854253
1105,rose,9,0.3335550013854253
1106,tvtag,9,0.3335550013854253
1107,math,9,0.3335550013854253
1108,entertainment,9,0.3335550013854253
1109,kc1013,9,0.3335550013854253
1110,fear,9,0.3335550013854253
1111,steps,9,0.3335550013854253
1112,marvel,9,0.3335550013854253
1113,drink,9,0.3335550013854253
1114,america,9,0.3335550013854253
1115,fine,9,0.3335550013854253
1116,taylor,9,0.3335550013854253
1117,view,9,0.3335550013854253
1118,kung,9,0.3335550013854253
1119,mothersday,9,0.3335550013854253
1120,brown,9,0.3335550013854253
1121,cowboys,9,0.3335550013854253
1122,powershot,9,0.3335550013854253
1123,vip,9,0.3335550013854253
1124,tuesday,9,0.3335550013854253
1125,brian,9,0.3335550013854253
1126,plans,9,0.3335550013854253
1127,wake,9,0.3335550013854253
1128,sun,9,0.3335550013854253
1129,jobs,9,0.3335550013854253
1130,fecastanhari,9,0.3335550013854253
1131,nature,9,0.3335550013854253
1132,web,9,0.3335550013854253
1133,pokemon,9,0.3335550013854253
1134,state,9,0.3335550013854253
1135,low,9,0.3335550013854253
1136,beauty,9,0.3335550013854253
1137,wordoffenty,9,0.3335550013854253
1138,personal,9,0.3335550013854253
1139,successful,9,0.3335550013854253
1140,visit,9,0.3335550013854253
1141,oil,9,0.3335550013854253
1142,cake,9,0.3335550013854253
1143,three,9,0.3335550013854253
1144,”,9,0.3335550013854253
1145,generic,9,0.3335550013854253
1146,fresh,9,0.3335550013854253
1147,offers,9,0.3335550013854253
1148,gain,9,0.3335550013854253
1149,victoriassecret,9,0.3335550013854253
1150,u.s.,9,0.3335550013854253
1151,sometimes,9,0.3335550013854253
1152,arv,9,0.3335550013854253
1153,fell,9,0.3335550013854253
1154,tired,9,0.3335550013854253
1155,lessons,9,0.3335550013854253
1156,playboy,9,0.3335550013854253
1157,ddublover34,9,0.3335550013854253
1158,batman,9,0.3335550013854253
1159,nathanthewanted,9,0.3335550013854253
1160,martin,9,0.3335550013854253
1161,busyathome,9,0.3335550013854253
1162,traffic,9,0.3335550013854253
1163,iii,9,0.3335550013854253
1164,bearskopff,9,0.3335550013854253
1165,together,9,0.3335550013854253
1166,south,9,0.3335550013854253
1167,nks,9,0.3335550013854253
1168,dont,9,0.3335550013854253
1169,bruno,9,0.3335550013854253
1170,//t.co/rzkahlprmx,9,0.3335550013854253
1171,words,9,0.3335550013854253
1172,rain,9,0.3335550013854253
1173,dream,9,0.3335550013854253
1174,includes,9,0.3335550013854253
1175,space,9,0.3335550013854253
1176,happened,9,0.3335550013854253
1177,reach,9,0.3335550013854253
1178,bowl,9,0.3335550013854253
1179,bites,9,0.3335550013854253
1180,return,9,0.3335550013854253
1181,unfollowed,9,0.3335550013854253
1182,earn,9,0.3335550013854253
1183,signed,9,0.3335550013854253
1184,london,9,0.3335550013854253
1185,jump,9,0.3335550013854253
1186,rbz,9,0.3335550013854253
1187,terryleague,9,0.3335550013854253
1188,wars,9,0.3335550013854253
1189,management,9,0.3335550013854253
1190,city,9,0.3335550013854253
1191,ta,9,0.3335550013854253
1192,claim,9,0.3335550013854253
1193,watersavers,9,0.3335550013854253
1194,gun,9,0.3335550013854253
1195,epic,9,0.3335550013854253
1196,dey,9,0.3335550013854253
1197,memory,9,0.3335550013854253
1198,campaign,9,0.3335550013854253
1199,research,9,0.3335550013854253
1200,relationship,9,0.3335550013854253
1201,final,8,0.37524937655860346
1202,bags,8,0.37524937655860346
1203,tweets,8,0.37524937655860346
1204,wear,8,0.37524937655860346
1205,letters,8,0.37524937655860346
1206,chris,8,0.37524937655860346
1207,boy,8,0.37524937655860346
1208,airport,8,0.37524937655860346
1209,surface,8,0.37524937655860346
1210,clinton,8,0.37524937655860346
1211,taken,8,0.37524937655860346
1212,electric,8,0.37524937655860346
1213,greatest,8,0.37524937655860346
1214,wipes,8,0.37524937655860346
1215,charger,8,0.37524937655860346
1216,fat,8,0.37524937655860346
1217,premium,8,0.37524937655860346
1218,bearpaw,8,0.37524937655860346
1219,bracelet,8,0.37524937655860346
1220,smallbusiness,8,0.37524937655860346
1221,//t.co/84dmlbrr,8,0.37524937655860346
1222,hr,8,0.37524937655860346
1223,belkin,8,0.37524937655860346
1224,sneakers,8,0.37524937655860346
1225,ultra,8,0.37524937655860346
1226,90,8,0.37524937655860346
1227,ball,8,0.37524937655860346
1228,couture,8,0.37524937655860346
1229,retweet,8,0.37524937655860346
1230,foursquare,8,0.37524937655860346
1231,tea,8,0.37524937655860346
1232,whatever,8,0.37524937655860346
1233,electrcspacegrl,8,0.37524937655860346
1234,tune,8,0.37524937655860346
1235,ted,8,0.37524937655860346
1236,pocket,8,0.37524937655860346
1237,pen,8,0.37524937655860346
1238,metal,8,0.37524937655860346
1239,due,8,0.37524937655860346
1240,problems,8,0.37524937655860346
1241,gives,8,0.37524937655860346
1242,membership,8,0.37524937655860346
1243,move,8,0.37524937655860346
1244,rts,8,0.37524937655860346
1245,sign,8,0.37524937655860346
1246,cast,8,0.37524937655860346
1247,tough,8,0.37524937655860346
1248,dallas,8,0.37524937655860346
1249,till,8,0.37524937655860346
1250,goodbye,8,0.37524937655860346
1251,sigh,8,0.37524937655860346
1252,biggest,8,0.37524937655860346
1253,2011,8,0.37524937655860346
1254,beyond,8,0.37524937655860346
1255,hoping,8,0.37524937655860346
1256,preview,8,0.37524937655860346
1257,celebrate,8,0.37524937655860346
1258,stuck,8,0.37524937655860346
1259,entry,8,0.37524937655860346
1260,smith,8,0.37524937655860346
1261,11,8,0.37524937655860346
1262,practice,8,0.37524937655860346
1263,months,8,0.37524937655860346
1264,points,8,0.37524937655860346
1265,holidays,8,0.37524937655860346
1266,butter,8,0.37524937655860346
1267,ads,8,0.37524937655860346
1268,assn,8,0.37524937655860346
1269,apparently,8,0.37524937655860346
1270,watched,8,0.37524937655860346
1271,bill,8,0.37524937655860346
1272,send,8,0.37524937655860346
1273,naman,8,0.37524937655860346
1274,ounce,8,0.37524937655860346
1275,record,8,0.37524937655860346
1276,street,8,0.37524937655860346
1277,amesinatlanta,8,0.37524937655860346
1278,walkingdead_amc,8,0.37524937655860346
1279,schedule,8,0.37524937655860346
1280,living,8,0.37524937655860346
1281,ran_k,8,0.37524937655860346
1282,conservamome,8,0.37524937655860346
1283,means,8,0.37524937655860346
1284,router,8,0.37524937655860346
1285,intel,8,0.37524937655860346
1286,den,8,0.37524937655860346
1287,print,8,0.37524937655860346
1288,cloud,8,0.37524937655860346
1289,scotch,8,0.37524937655860346
1290,instead,8,0.37524937655860346
1291,reviews,8,0.37524937655860346
1292,known,8,0.37524937655860346
1293,website,8,0.37524937655860346
1294,average,8,0.37524937655860346
1295,elph,8,0.37524937655860346
1296,gorgeous,8,0.37524937655860346
1297,followers,8,0.37524937655860346
1298,eforcity,8,0.37524937655860346
1299,finale,8,0.37524937655860346
1300,teacher,8,0.37524937655860346
1301,‘,8,0.37524937655860346
1302,scooterbraun,8,0.37524937655860346
1303,beach,8,0.37524937655860346
1304,pffft,8,0.37524937655860346
1305,port,8,0.37524937655860346
1306,football,8,0.37524937655860346
1307,p,8,0.37524937655860346
1308,expecting,8,0.37524937655860346
1309,chapter,8,0.37524937655860346
1310,calendar,8,0.37524937655860346
1311,eating,8,0.37524937655860346
1312,k-cup,8,0.37524937655860346
1313,absolutely,8,0.37524937655860346
1314,ridiculous,8,0.37524937655860346
1315,took,8,0.37524937655860346
1316,saryrodriguez_,8,0.37524937655860346
1317,keeps,8,0.37524937655860346
1318,voice,8,0.37524937655860346
1319,stickers,8,0.37524937655860346
1320,random,8,0.37524937655860346
1321,donnie,8,0.37524937655860346
1322,parents,8,0.37524937655860346
1323,jiva,8,0.37524937655860346
1324,1d,8,0.37524937655860346
1325,hahahaha,8,0.37524937655860346
1326,message,8,0.37524937655860346
1327,le_figaro,8,0.37524937655860346
1328,total,8,0.37524937655860346
1329,betting,8,0.37524937655860346
1330,dalailama,8,0.37524937655860346
1331,path,8,0.37524937655860346
1332,animal,8,0.37524937655860346
1333,199,8,0.37524937655860346
1334,winner,8,0.37524937655860346
1335,tefloneggmonth,8,0.37524937655860346
1336,center,8,0.37524937655860346
1337,polo,8,0.37524937655860346
1338,acnl,8,0.37524937655860346
1339,katy,8,0.37524937655860346
1340,machine,8,0.37524937655860346
1341,purple,8,0.37524937655860346
1342,bag,8,0.37524937655860346
1343,hsn,8,0.37524937655860346
1344,releases,8,0.37524937655860346
1345,xbox,8,0.37524937655860346
1346,plant,8,0.37524937655860346
1347,xochster,8,0.37524937655860346
1348,nokia,8,0.37524937655860346
1349,iam_kellyidella,8,0.37524937655860346
1350,somebody,8,0.37524937655860346
1351,netflix,8,0.37524937655860346
1352,pure,8,0.37524937655860346
1353,starter,8,0.37524937655860346
1354,hell,8,0.37524937655860346
1355,fight,8,0.37524937655860346
1356,jamielmariano,8,0.37524937655860346
1357,//t.co/usfhn1q2,8,0.37524937655860346
1358,maxell,8,0.37524937655860346
1359,shot,8,0.37524937655860346
1360,crichton,8,0.37524937655860346
1361,anni,8,0.37524937655860346
1362,button,8,0.37524937655860346
1363,increase,8,0.37524937655860346
1364,surgery,8,0.37524937655860346
1365,step,8,0.37524937655860346
1366,att,8,0.37524937655860346
1367,guest,8,0.37524937655860346
1368,vosskah,8,0.37524937655860346
1369,mega,8,0.37524937655860346
1370,tweeting,8,0.37524937655860346
1371,2day,8,0.37524937655860346
1372,sandisk,8,0.37524937655860346
1373,water,8,0.37524937655860346
1374,client,8,0.37524937655860346
1375,diablo,8,0.37524937655860346
1376,keeping,8,0.37524937655860346
1377,boot,8,0.37524937655860346
1378,esp,8,0.37524937655860346
1379,8211,8,0.37524937655860346
1380,customerservice,8,0.37524937655860346
1381,income,8,0.37524937655860346
1382,san,8,0.37524937655860346
1383,playing,8,0.37524937655860346
1384,lady,8,0.37524937655860346
1385,squoctobird,8,0.37524937655860346
1386,fitness,8,0.37524937655860346
1387,foot,8,0.37524937655860346
1388,14,8,0.37524937655860346
1389,visibility,8,0.37524937655860346
1390,nike,8,0.37524937655860346
1391,ones,8,0.37524937655860346
1392,creed,7,0.42885643035268967
1393,wants,7,0.42885643035268967
1394,â€,7,0.42885643035268967
1395,sewing,7,0.42885643035268967
1396,spice,7,0.42885643035268967
1397,comment,7,0.42885643035268967
1398,dual,7,0.42885643035268967
1399,ocarina,7,0.42885643035268967
1400,putting,7,0.42885643035268967
1401,jon,7,0.42885643035268967
1402,deadly,7,0.42885643035268967
1403,—http,7,0.42885643035268967
1404,lets,7,0.42885643035268967
1405,click,7,0.42885643035268967
1406,mundo,7,0.42885643035268967
1407,project,7,0.42885643035268967
1408,williams,7,0.42885643035268967
1409,investing,7,0.42885643035268967
1410,pls,7,0.42885643035268967
1411,seems,7,0.42885643035268967
1412,basically,7,0.42885643035268967
1413,sykessexual,7,0.42885643035268967
1414,lsufan74,7,0.42885643035268967
1415,davis,7,0.42885643035268967
1416,congratulations,7,0.42885643035268967
1417,330,7,0.42885643035268967
1418,college,7,0.42885643035268967
1419,congrats,7,0.42885643035268967
1420,writing,7,0.42885643035268967
1421,peanut,7,0.42885643035268967
1422,storage,7,0.42885643035268967
1423,station,7,0.42885643035268967
1424,pie,7,0.42885643035268967
1425,private,7,0.42885643035268967
1426,focused,7,0.42885643035268967
1427,e-book,7,0.42885643035268967
1428,trust,7,0.42885643035268967
1429,various,7,0.42885643035268967
1430,reality,7,0.42885643035268967
1431,nkotb,7,0.42885643035268967
1432,circle,7,0.42885643035268967
1433,republic,7,0.42885643035268967
1434,fall,7,0.42885643035268967
1435,branch,7,0.42885643035268967
1436,thankful,7,0.42885643035268967
1437,april,7,0.42885643035268967
1438,balance,7,0.42885643035268967
1439,chinese,7,0.42885643035268967
1440,land,7,0.42885643035268967
1441,royal,7,0.42885643035268967
1442,ice,7,0.42885643035268967
1443,8230,7,0.42885643035268967
1444,hybrid,7,0.42885643035268967
1445,universe,7,0.42885643035268967
1446,act,7,0.42885643035268967
1447,surprise,7,0.42885643035268967
1448,erinwillett,7,0.42885643035268967
1449,2k,7,0.42885643035268967
1450,ny,7,0.42885643035268967
1451,une,7,0.42885643035268967
1452,momtosprouts,7,0.42885643035268967
1453,sweetface35,7,0.42885643035268967
1454,primeaugurl25,7,0.42885643035268967
1455,dia,7,0.42885643035268967
1456,ride,7,0.42885643035268967
1457,played,7,0.42885643035268967
1458,laughing,7,0.42885643035268967
1459,f,7,0.42885643035268967
1460,comments,7,0.42885643035268967
1461,king,7,0.42885643035268967
1462,pandora,7,0.42885643035268967
1463,4.0,7,0.42885643035268967
1464,heard,7,0.42885643035268967
1465,wolfsamurai,7,0.42885643035268967
1466,assassin,7,0.42885643035268967
1467,sleepy,7,0.42885643035268967
1468,town,7,0.42885643035268967
1469,povera,7,0.42885643035268967
1470,spend,7,0.42885643035268967
1471,toms,7,0.42885643035268967
1472,nintendo,7,0.42885643035268967
1473,beliebers,7,0.42885643035268967
1474,lack,7,0.42885643035268967
1475,😩😩😩,7,0.42885643035268967
1476,john,7,0.42885643035268967
1477,raised,7,0.42885643035268967
1478,china,7,0.42885643035268967
1479,//t.co/6az1laak,7,0.42885643035268967
1480,mark,7,0.42885643035268967
1481,strap,7,0.42885643035268967
1482,vita,7,0.42885643035268967
1483,tishalulle1,7,0.42885643035268967
1484,gma,7,0.42885643035268967
1485,open,7,0.42885643035268967
1486,generation,7,0.42885643035268967
1487,difference,7,0.42885643035268967
1488,north,7,0.42885643035268967
1489,kit,7,0.42885643035268967
1490,close,7,0.42885643035268967
1491,dans,7,0.42885643035268967
1492,mp3,7,0.42885643035268967
1493,items,7,0.42885643035268967
1494,suck,7,0.42885643035268967
1495,breaking,7,0.42885643035268967
1496,growing,7,0.42885643035268967
1497,cthulhuchick,7,0.42885643035268967
1498,witcher,7,0.42885643035268967
1499,thru,7,0.42885643035268967
1500,everyday,7,0.42885643035268967
1501,kid,7,0.42885643035268967
1502,release,7,0.42885643035268967
1503,basketball,7,0.42885643035268967
1504,1st,7,0.42885643035268967
1505,planner,7,0.42885643035268967
1506,artists,7,0.42885643035268967
1507,60,7,0.42885643035268967
1508,career,7,0.42885643035268967
1509,economy,7,0.42885643035268967
1510,trailer,7,0.42885643035268967
1511,exclusive,7,0.42885643035268967
1512,ahead,7,0.42885643035268967
1513,teavanaoprahchai,7,0.42885643035268967
1514,heroic,7,0.42885643035268967
1515,logo,7,0.42885643035268967
1516,safe,7,0.42885643035268967
1517,philippines,7,0.42885643035268967
1518,ardemonia,7,0.42885643035268967
1519,hannahelliott,7,0.42885643035268967
1520,forgot,7,0.42885643035268967
1521,nalang,7,0.42885643035268967
1522,easier,7,0.42885643035268967
1523,bousquetcmp,7,0.42885643035268967
1524,h…,7,0.42885643035268967
1525,😀,7,0.42885643035268967
1526,bars,7,0.42885643035268967
1527,holiday,7,0.42885643035268967
1528,trend,7,0.42885643035268967
1529,magazine,7,0.42885643035268967
1530,verge,7,0.42885643035268967
1531,24,7,0.42885643035268967
1532,discover,7,0.42885643035268967
1533,room,7,0.42885643035268967
1534,public,7,0.42885643035268967
1535,weird,7,0.42885643035268967
1536,major,7,0.42885643035268967
1537,christian,7,0.42885643035268967
1538,kanye,7,0.42885643035268967
1539,wave,7,0.42885643035268967
1540,opening,7,0.42885643035268967
1541,quando,7,0.42885643035268967
1542,inspired,7,0.42885643035268967
1543,dannychoo,7,0.42885643035268967
1544,😁,7,0.42885643035268967
1545,mode,7,0.42885643035268967
1546,double,7,0.42885643035268967
1547,amount,7,0.42885643035268967
1548,lounge,7,0.42885643035268967
1549,basic,7,0.42885643035268967
1550,flip,7,0.42885643035268967
1551,inc.,7,0.42885643035268967
1552,bahaha,7,0.42885643035268967
1553,clip,7,0.42885643035268967
1554,choose,7,0.42885643035268967
1555,engaged,7,0.42885643035268967
1556,wedding,7,0.42885643035268967
1557,h,7,0.42885643035268967
1558,//t.co/wvxnpomks4,7,0.42885643035268967
1559,//t.co/lbtyaqgf1y,7,0.42885643035268967
1560,wala,7,0.42885643035268967
1561,swear,7,0.42885643035268967
1562,gaming,7,0.42885643035268967
1563,calls,7,0.42885643035268967
1564,//t.co/pyrjvgji,7,0.42885643035268967
1565,worst,7,0.42885643035268967
1566,version,7,0.42885643035268967
1567,inc,7,0.42885643035268967
1568,pain,7,0.42885643035268967
1569,kelly,7,0.42885643035268967
1570,abhishekrungta,7,0.42885643035268967
1571,gear,7,0.42885643035268967
1572,lyrics,7,0.42885643035268967
1573,fiirewalkwithme,7,0.42885643035268967
1574,videos,7,0.42885643035268967
1575,western,7,0.42885643035268967
1576,helenrappy,7,0.42885643035268967
1577,cooking,7,0.42885643035268967
1578,loves,7,0.42885643035268967
1579,qui,7,0.42885643035268967
1580,13,7,0.42885643035268967
1581,cc,7,0.42885643035268967
1582,easily,7,0.42885643035268967
1583,nk,7,0.42885643035268967
1584,🙌,7,0.42885643035268967
1585,possible,7,0.42885643035268967
1586,grab,7,0.42885643035268967
1587,hero,7,0.42885643035268967
1588,sweesptakes,7,0.42885643035268967
1589,attitude,7,0.42885643035268967
1590,grey,7,0.42885643035268967
1591,garden,7,0.42885643035268967
1592,wonder,7,0.42885643035268967
1593,lord,7,0.42885643035268967
1594,difficult,7,0.42885643035268967
1595,tix,7,0.42885643035268967
1596,shopping,7,0.42885643035268967
1597,security,7,0.42885643035268967
1598,advantage,7,0.42885643035268967
1599,joxhatesyou,7,0.42885643035268967
1600,facts,7,0.42885643035268967
1601,sitting,7,0.42885643035268967
1602,150,7,0.42885643035268967
1603,spent,7,0.42885643035268967
1604,processor,6,0.500332502078138
1605,wife,6,0.500332502078138
1606,jersey,6,0.500332502078138
1607,//t.co/qycdj9bt,6,0.500332502078138
1608,ugg,6,0.500332502078138
1609,cd,6,0.500332502078138
1610,fragrance,6,0.500332502078138
1611,basics,6,0.500332502078138
1612,accounts,6,0.500332502078138
1613,van,6,0.500332502078138
1614,400,6,0.500332502078138
1615,vaseoff,6,0.500332502078138
1616,inspiration,6,0.500332502078138
1617,momspotted,6,0.500332502078138
1618,paying,6,0.500332502078138
1619,blame,6,0.500332502078138
1620,movies,6,0.500332502078138
1621,clean,6,0.500332502078138
1622,seu,6,0.500332502078138
1623,savings,6,0.500332502078138
1624,jesus,6,0.500332502078138
1625,lottery,6,0.500332502078138
1626,hands,6,0.500332502078138
1627,financialhabits,6,0.500332502078138
1628,implement,6,0.500332502078138
1629,spaceshipslb,6,0.500332502078138
1630,legal,6,0.500332502078138
1631,unfollow,6,0.500332502078138
1632,net,6,0.500332502078138
1633,125,6,0.500332502078138
1634,earth,6,0.500332502078138
1635,victoria,6,0.500332502078138
1636,paid,6,0.500332502078138
1637,west,6,0.500332502078138
1638,charging,6,0.500332502078138
1639,wearing,6,0.500332502078138
1640,tommy,6,0.500332502078138
1641,william,6,0.500332502078138
1642,effort,6,0.500332502078138
1643,//t.co/qaumcv47r0,6,0.500332502078138
1644,issue,6,0.500332502078138
1645,maverick,6,0.500332502078138
1646,yearly,6,0.500332502078138
1647,diet,6,0.500332502078138
1648,stars,6,0.500332502078138
1649,spoil,6,0.500332502078138
1650,//t.co/yedtuivzv7,6,0.500332502078138
1651,arrow,6,0.500332502078138
1652,humanity,6,0.500332502078138
1653,hillesha,6,0.500332502078138
1654,st.,6,0.500332502078138
1655,ricky,6,0.500332502078138
1656,dd,6,0.500332502078138
1657,budget,6,0.500332502078138
1658,asking,6,0.500332502078138
1659,male,6,0.500332502078138
