,ds_type,n_samples,noise_level,clf_type,param,k,train_acc,test_acc,error_diff
334,moons,10000,0.5,svm,0.9,5,0.8255555555555556,0.809,0.016555555555555546
335,moons,10000,0.5,svm,1.0,5,0.8254444444444444,0.81,0.015444444444444372
336,moons,10000,0.5,svm,0.1,6,0.8166666666666667,0.825,-0.008333333333333304
337,moons,10000,0.5,svm,0.3,6,0.8218888888888889,0.83,-0.008111111111111069
338,moons,10000,0.5,svm,0.5,6,0.8224444444444444,0.832,-0.00955555555555554
339,moons,10000,0.5,svm,0.7,6,0.822,0.834,-0.01200000000000001
340,moons,10000,0.5,svm,0.9,6,0.8226666666666667,0.832,-0.009333333333333305
341,moons,10000,0.5,svm,1.0,6,0.8226666666666667,0.832,-0.009333333333333305
342,moons,10000,0.5,svm,0.1,7,0.8185555555555556,0.798,0.02055555555555555
343,moons,10000,0.5,svm,0.3,7,0.8244444444444444,0.808,0.016444444444444373
344,moons,10000,0.5,svm,0.5,7,0.825,0.81,0.014999999999999902
345,moons,10000,0.5,svm,0.7,7,0.8255555555555556,0.81,0.015555555555555545
346,moons,10000,0.5,svm,0.9,7,0.8254444444444444,0.808,0.017444444444444374
347,moons,10000,0.5,svm,1.0,7,0.8254444444444444,0.808,0.017444444444444374
348,moons,10000,0.5,svm,0.1,8,0.8178888888888889,0.808,0.009888888888888836
349,moons,10000,0.5,svm,0.3,8,0.8246666666666667,0.812,0.012666666666666604
350,moons,10000,0.5,svm,0.5,8,0.8246666666666667,0.813,0.011666666666666714
351,moons,10000,0.5,svm,0.7,8,0.8251111111111111,0.813,0.012111111111111184
352,moons,10000,0.5,svm,0.9,8,0.825,0.814,0.01100000000000001
353,moons,10000,0.5,svm,1.0,8,0.8248888888888889,0.813,0.011888888888888949
354,moons,10000,0.5,svm,0.1,9,0.8163333333333334,0.829,-0.012666666666666604
355,moons,10000,0.5,svm,0.3,9,0.8225555555555556,0.827,-0.004444444444444362
356,moons,10000,0.5,svm,0.5,9,0.8227777777777778,0.828,-0.005222222222222128
357,moons,10000,0.5,svm,0.7,9,0.8234444444444444,0.827,-0.003555555555555534
358,moons,10000,0.5,svm,0.9,9,0.8243333333333334,0.826,-0.0016666666666665941
359,moons,10000,0.5,svm,1.0,9,0.8234444444444444,0.827,-0.003555555555555534
